code,industry,name
00001,Conglomerates,CKH HOLDINGS
00002,Utilities—Regulated Electric,CLP HOLDINGS
00003,Utilities—Regulated Gas,HK & CHINA GAS
00004,Real Estate—Development,WHARF HOLDINGS
00005,Banks—Diversified,HSBC HOLDINGS
00006,Utilities—Independent Power Producers,POWER ASSETS
00008,Telecom Services,PCCW
00010,Real Estate Services,HANG LUNG GROUP
00012,Real Estate—Diversified,HENDERSON LAND
00013,Drug Manufacturers—Specialty & Generic,HUTCHMED
00014,Real Estate Services,HYSAN DEV
00016,Real Estate—Development,SHK PPT
00017,Real Estate—Diversified,NEW WORLD DEV
00018,Publishing,ORIENTAL M G
00019,Conglomerates,SWIRE PACIFIC A
00020,Software—Application,SENSETIME-W
00021,Real Estate Services,GREAT CHI HLDGS
00022,Building Materials,MEXAN
00023,Banks—Regional,BANK OF E ASIA
00025,Conglomerates,CHEVALIER INT'L
00026,Real Estate—Diversified,CHINA MOTOR BUS
00027,Resorts & Casinos,GALAXY ENT
00028,Real Estate—Development,TIAN AN
00029,Real Estate Services,DYNAMIC HOLD
00030,Specialty Retail,YNBY INTL
00031,Electronic Components,CHINA AEROSPACE
00032,Education & Training Services,CROSS-HAR(HOLD)
00033,,INTL GENIUS
00034,Real Estate—Development,KOWLOON DEV
00035,Real Estate—Development,FE CONSORT INTL
00036,,FE HLDGS INTL
00037,Real Estate Services,FE HOTELS
00038,Farm & Heavy Construction Machinery,FIRST TRACTOR
00039,,CH BEIDAHUANG
00040,Electronic Components,GOLD PEAK
00041,Real Estate—Diversified,GREAT EAGLE H
00042,Lodging,NE ELECTRIC
00045,Lodging,HK&S HOTELS
00046,Information Technology Services,COMPUTER & TECH
00048,Textile Manufacturing,C AUTO INT DECO
00050,Real Estate—Diversified,HK FERRY (HOLD)
00051,Real Estate—Development,HARBOUR CENTRE
00052,Restaurants,FAIRWOOD HOLD
00053,Conglomerates,GUOCO GROUP
00055,Specialty Business Services,NEWAY GROUP
00057,Specialty Industrial Machinery,CHEN HSONG HOLD
00058,Building Materials,SUNWAY INT'L
00059,,SKYFAME REALTY
00060,Food Distribution,HK FOOD INV
00061,Coking Coal,GREEN LEADER
00062,Railroads,TRANSPORT INT'L
00063,Real Estate Services,CHI ASIA VALLEY
00064,Capital Markets,GET NICE
00065,Thermal Coal,GRAND OCEAN AR
00066,Railroads,MTR CORPORATION
00068,Software—Application,MANYCORE TECH
00069,Lodging,SHANGRI-LA ASIA
00070,Resorts & Casinos,RICH GOLDMAN
00071,Travel Services,MIRAMAR HOTEL
00072,Advertising Agencies,META MEDIA
00073,Food Distribution,ASIAN CITRUS
00075,Real Estate—Development,Y.T. REALTY
00076,Electronic Components,ELATE HOLDINGS
00077,Railroads,AMS TRANSPORT
00078,Lodging,REGAL INT'L
00079,Lodging,CENTURY LEGEND
00081,Real Estate—Development,CH OVS G OCEANS
00082,Electronic Gaming & Multimedia,CRAZY SPORTS
00083,Real Estate—Development,SINO LAND
00084,Luxury Goods,STELUX HOLDINGS
00085,Semiconductors,CE HUADA TECH
00086,Credit Services,SUN HUNG KAI CO
00087,Conglomerates,SWIRE PACIFIC B
00088,Real Estate—Development,TAI CHEUNG HOLD
00089,Real Estate Services,TAI SANG LAND
00090,Utilities—Renewable,PUXING ENERGY
00092,Oil & Gas Midstream,CHAMPION TECH
00093,Credit Services,ZERO FINTECH
00094,Lumber & Wood Production,GREENHEART GP
00095,Real Estate—Development,LVGEM CHINA
00096,Auto Parts,YUSEI
00097,Department Stores,HENDERSON INV
00098,Aluminum,XINGFA ALUM
00099,Consumer Electronics,WONG'S INT'L
00100,Software—Infrastructure,MINIMAX-W
00101,Real Estate Services,HANG LUNG PPT
00103,Steel,SHOUGANG CENT
00104,Specialty Retail,ASIA COMM HOLD
00105,Real Estate Services,ASSO INT HOTELS
00106,,LANDSEA MGMT
00107,Infrastructure Operations,SICHUAN EXPRESS
00108,Real Estate Services,SR MEDICAL
00110,Consumer Electronics,CHINA FORTUNE
00111,Capital Markets,CINDA INTL HLDG
00113,Luxury Goods,DICKSON CONCEPT
00114,Leisure,HERALD HOLD
00115,Real Estate—Development,GRAND FIELD GP
00116,Luxury Goods,CHOW SANG SANG
00117,Electronic Components,TIANLI HOLDINGS
00118,Conglomerates,COSMOS MACH
00119,Real Estate—Development,POLY PROPERTY
00120,Real Estate—Diversified,COSMOPOL INT'L
00122,Real Estate Services,CROCODILE
00123,Real Estate—Development,YUEXIU PROPERTY
00124,Real Estate—Development,GD LAND
00125,Luxury Goods,SUN HING VISION
00126,Restaurants,CARRIANNA
00127,Real Estate—Diversified,CHINESE EST H
00128,Apparel Retail,ENM HOLDINGS
00129,Asset Management,ASIA STANDARD
00130,Apparel Manufacturing,MOISELLE INT'L
00131,Real Estate—Development,CHEUK NANG HOLD
00132,Conglomerates,HING YIP HLDGS
00135,Oil & Gas Refining & Marketing,KUNLUN ENERGY
00136,Entertainment,CHINA RUYI
00137,Marine Shipping,JINHUI HOLDINGS
00138,Auto & Truck Dealerships,CCT FORTIS
00139,Capital Markets,SMART FISH
00142,Packaged Foods,FIRST PACIFIC
00144,Marine Shipping,CHINA MER PORT
00145,Building Products & Equipment,CCIAM FUTURE EN
00146,Textile Manufacturing,TAI PING CARPET
00147,Real Estate—Development,IB SETTLEMENT
00148,Conglomerates,KINGBOARD HLDG
00149,Real Estate—Diversified,CH AGRI-PROD EX
00150,Internet Content & Information,HYPEBEAST
00151,Packaged Foods,WANT WANT CHINA
00152,Infrastructure Operations,SHENZHEN INT'L
00154,Waste Management,BE ENVIRONMENT
00156,Restaurants,LIPPO CHINA RES
00157,Household & Personal Products,NATURAL BEAUTY
00158,Real Estate Services,MELBOURNE ENT
00159,Steel,BROCKMAN MINING
00160,Real Estate—Development,HON KWOK LAND
00162,Department Stores,CENTURY GINWA
00163,Real Estate Services,EMPEROR INT'L
00164,Advertising Agencies,CHINA BAOLI TEC
00165,Asset Management,CHINA EB LTD
00166,Other Industrial Metals & Mining,NEW TIMES CORP
00167,Consumer Electronics,IDT INT'L
00168,Beverages—Brewers,TSINGTAO BREW
00169,Resorts & Casinos,WANDA HOTEL DEV
00171,Real Estate Services,SILVER GRANT
00173,Real Estate—Development,K. WAH INT'L
00174,,GEMINI INV
00175,Auto Manufacturers,GEELY AUTO
00176,,SUPERACTIVE GP
00177,Infrastructure Operations,JIANGSU EXPRESS
00178,Specialty Retail,SA SA INT'L
00179,Auto Parts,JOHNSON ELEC H
00180,Leisure,KADER HOLDINGS
00181,Lodging,FUJIAN HOLDINGS
00182,Utilities—Renewable,CONCORD NE
00183,Real Estate Services,WINFULL GP
00184,Lodging,KECK SENG INV
00185,Real Estate—Development,ZENSUN ENT
00186,Real Estate—Development,NIMBLE HOLDINGS
00187,Specialty Industrial Machinery,JINGCHENG MAC
00188,Capital Markets,SUNWAH KINGSWAY
00189,Chemicals,DONGYUE GROUP
00191,Conglomerates,LAI SUN INT'L
00193,Lodging,CAPITAL ESTATE
00194,Real Estate—Development,LIU CHONG HING
00196,Oil & Gas Equipment & Services,HONGHUA GROUP
00197,Food Distribution,HENG TAI
00199,Lodging,ITC PROPERTIES
00200,Resorts & Casinos,MELCO INT'L DEV
00201,Lodging,MAGNIFICENT
00202,Conglomerates,EVERCHINA INT'L
00205,Advertising Agencies,BFB HEALTH
00206,Oil & Gas Equipment & Services,CM-ENERGY
00209,Leisure,POLY XVERSE IT
00210,Footwear & Accessories,DAPHNE INT'L
00211,Capital Markets,STYLAND HOLD
00212,Asset Management,NANYANG HOLD
00213,Footwear & Accessories,NATIONAL ELEC H
00214,Asset Management,ASIA ORIENT
00215,Telecom Services,HUTCHTEL HK
00216,Real Estate—Development,CHINNEY INV
00217,Credit Services,CHINA CHENGTONG
00218,Capital Markets,SWHYHK
00219,Lodging,SHUNHO PROPERTY
00220,Beverages—Non-Alcoholic,U-PRESID CHINA
00222,Insurance—Property & Casualty,MIN XIN HOLD
00223,Advertising Agencies,ELIFE HLDGS
00224,,PIONEER GLOBAL
00225,Real Estate Services,POKFULAM
00227,Capital Markets,FIRST SHANGHAI
00228,Oil & Gas Integrated,CHINA ENERGY
00229,"Furnishings, Fixtures & Appliances",RAYMOND IND
00232,Aerospace & Defense,CON AERO TECH
00234,Mortgage Finance,NEW CENTURY GP
00235,Credit Services,CSC HOLDINGS
00236,Beverages—Brewers,SAN MIGUEL HK
00237,Real Estate Services,SAFETY GODOWN
00239,Drug Manufacturers—Specialty & Generic,PAK FAH YEOW
00240,Engineering & Construction,BUILD KING HOLD
00241,Pharmaceutical Retailers,ALI HEALTH
00242,Real Estate—Diversified,SHUN TAK HOLD
00243,Semiconductors,QPL INT'L
00244,Department Stores,SINCERE
00245,Asset Management,CHINA VERED FIN
00247,,TST PROPERTIES
00248,,HKC INT'L HOLD
00251,Conglomerates,SEA HOLDINGS
00252,,SE ASIA PPT
00253,,SHUNHO HOLDINGS
00254,Rental & Leasing Services,NUR HOLDINGS
00255,Metal Fabrication,LUNG KEE
00256,Luxury Goods,CITYCHAMP
00257,Waste Management,EB ENVIRONMENT
00258,Real Estate—Diversified,TOMSON GROUP
00259,Electronic Components,YEEBO (INT'L H)
00261,Conglomerates,GBA HOLDINGS
00262,Real Estate—Development,DESON DEV INT'L
00264,Footwear & Accessories,CN INT DEV CORP
00265,Real Estate Services,GANGYU SERVICES
00266,,TIAN TECK LAND
00267,Conglomerates,CITIC
00268,Software—Application,KINGDEE INT'L
00269,Infrastructure Operations,CRTG
00270,Utilities—Regulated Water,GUANGDONG INV
00271,Real Estate Services,ASIASEC PPT
00272,Real Estate—Development,SHUI ON LAND
00274,,RA SILK ROAD
00276,Coking Coal,MONGOLIA ENERGY
00277,,TERN PROPERTIES
00279,Capital Markets,ARTA TECHFIN
00280,Luxury Goods,KING FOOK HOLD
00285,Electronic Components,BYD ELECTRONIC
00286,,AIDIGONG
00287,,WINFAIR INV
00288,Packaged Foods,WH GROUP
00289,Department Stores,WING ON CO
00290,Financial Conglomerates,GOFINTECH QUANT
00291,Beverages—Brewers,CHINA RES BEER
00293,Airlines,CATHAY PAC AIR
00294,Apparel Manufacturing,YANGTZEKIANG
00295,Utilities—Renewable,KONG SUN HOLD
00296,Resorts & Casinos,EMPEROR E HOTEL
00297,Agricultural Inputs,SINOFERT
00298,Real Estate—Development,CHUANG'S CHINA
00299,,GLORY SUN LAND
00300,"Furnishings, Fixtures & Appliances",MIDEA GROUP
00301,Specialty Chemicals,SANVO CHEMICALS
00302,Electronic Gaming & Multimedia,CMGE
00303,Communication Equipment,VTECH HOLDINGS
00305,Auto Parts,WULING MOTORS
00306,Railroads,KWOON CHUNG BUS
00308,Leisure,CHINA TRAVEL HK
00309,Specialty Business Services,XH NEWS MEDIA
00311,Apparel Manufacturing,LUEN THAI
00312,Department Stores,SHIRBLE STORE
00313,Real Estate—Development,RICHLY FIELD
00314,Medical Distribution,SIPAI HEALTH
00315,Telecom Services,SMARTONE TELE
00316,Marine Shipping,OOIL
00317,Aerospace & Defense,COMEC
00318,,VONGROUP
00320,Electrical Equipment & Parts,CTGL
00321,Textile Manufacturing,TEXWINCA HOLD
00322,Packaged Foods,TINGYI
00323,Steel,MAANSHAN IRON
00325,Leisure,BLOKS
00326,Real Estate—Development,CHINA STAR ENT
00327,Business Equipment & Supplies,PAX GLOBAL
00328,Consumer Electronics,ALCO HOLDINGS
00329,Capital Markets,OCI INTL
00330,Apparel Retail,ESPRIT HOLDINGS
00331,Engineering & Construction,FSE LIFESTYLE
00332,Oil & Gas Integrated,YUANHENG GAS
00333,Apparel Manufacturing,TOP FORM INT'L
00334,Electronic Components,CH DISPLAY OPT
00335,Capital Markets,UPBEST GROUP
00336,Specialty Chemicals,HUABAO INTL
00337,Real Estate—Development,GREENLAND HK
00338,Oil & Gas Refining & Marketing,SHANGHAI PECHEM
00340,Gold,TONGGUAN GOLD
00341,Restaurants,CAFE DE CORAL H
00343,Advertising Agencies,CULTURECOM HOLD
00345,Packaged Foods,VITASOY INT'L
00346,Oil & Gas Integrated,YANCHANG PETRO
00347,Steel,ANGANG STEEL
00348,Pharmaceutical Retailers,CHINAHEALTHWISE
00351,Marine Shipping,ASIA ENERGY LOG
00352,,FORTUNE SUN
00353,Oil & Gas Equipment & Services,ENERGY INTINV
00354,Information Technology Services,CHINASOFT INT'L
00355,Real Estate—Diversified,CENTURY C INT'L
00357,Airports & Air Services,MEILAN AIRPORT
00358,Copper,JIANGXI COPPER
00360,Auto Parts,NEW FOCUS AUTO
00361,Leisure,HANFORT DEV H
00362,,C ZENITH CHEM
00363,Conglomerates,SHANGHAI IND H
00365,Specialty Industrial Machinery,SINO ICT
00366,Building Materials,LUKS GROUP (VN)
00367,Real Estate Services,CHUANG'S INT'L
00368,Engineering & Construction,SUPERLAND GROUP
00369,Real Estate—Development,WING TAI PPT
00370,Specialty Retail,HK ROBOTICS
00371,Utilities—Regulated Water,BJ ENT WATER
00372,Capital Markets,PT INTL DEV
00373,Credit Services,ALLIED GROUP
00374,,FOUR SEAS MER
00375,Apparel Retail,YGM TRADING
00376,Insurance—Life,YUNFENG FIN
00377,Specialty Chemicals,CHINA HUAJUN GP
00379,Specialty Retail,EG LEASING
00380,Home Improvement Retail,CHINA PIPE
00381,Leisure,AOM INT'L
00382,Education & Training Services,EDVANTAGE GROUP
00383,Medical Care Facilities,TIANAN MEDICARE
00384,Utilities—Regulated Gas,CHINA GAS HOLD
00385,Engineering & Construction,CHINNEY ALLI
00386,Oil & Gas Integrated,SINOPEC CORP
00387,Specialty Industrial Machinery,LEEPORT(HOLD)
00388,Financial Data & Stock Exchanges,HKEX
00389,Beverages—Wineries & Distilleries,TONTINE WINES
00390,Engineering & Construction,CHINA RAILWAY
00391,Entertainment,MEI AH ENTER
00392,Conglomerates,BEIJING ENT
00393,Consulting Services,GLORIOUS SUN
00396,"Furnishings, Fixtures & Appliances",HING LEE (HK)
00397,Financial Conglomerates,MINERVA GROUP
00398,Luxury Goods,ORIENTAL WATCH
00399,,STARCOIN GROUP
00400,Electronics & Computer Distribution,INGDAN
00401,Medical Distribution,WANJIA GROUP
00403,Packaging & Containers,STARLITE HOLD
00406,,YAU LEE HOLD
00408,Specialty Chemicals,YIP'S CHEMICAL
00410,Real Estate Services,SOHO CHINA
00411,Packaged Foods,LAM SOON (HK)
00412,Asset Management,SDHG
00413,Leisure,SC HOLDINGS
00417,Luxury Goods,TSE SUI LUEN
00418,Software—Application,FOUNDER HOLD
00419,Health Information Services,HONY MEDIA
00420,Textile Manufacturing,FOUNTAIN SET
00422,Recreational Vehicles,VMEP HOLDINGS
00423,Publishing,HKET HOLDINGS
00425,Auto Parts,MINTH GROUP
00426,Publishing,ONE MEDIA GROUP
00430,,ORIENTAL EXPL
00432,Real Estate Services,PCPD
00433,Chemicals,NORTH MINING
00434,Electronic Gaming & Multimedia,BOYAA
00436,Waste Management,NU ENVIRO
00438,Solar,IRICO NEWENERGY
00439,Aerospace & Defense,GENESIS SCALE
00440,Banks—Regional,DAH SING
00442,Luxury Goods,DOMAINE POWER
00444,,SINCEREWATCH HK
00450,Specialty Business Services,HUNG HING PRINT
00451,Utilities—Renewable,DYNASTY DIGITAL
00455,Drug Manufacturers—Specialty & Generic,TIANDA PHARMA
00456,Real Estate—Development,NEW CITY DEV
00458,Apparel Manufacturing,TRISTATE HOLD
00460,Drug Manufacturers—Specialty & Generic,SIHUAN PHARM
00464,Household & Personal Products,CHINA IN-TECH
00465,Information Technology Services,FUTONG TECH
00467,Oil & Gas E&P,UNITEDENERGY GP
00468,,GAPACK
00470,Specialty Industrial Machinery,WUXI LEAD
00471,Electronics & Computer Distribution,SILKWAVE INC
00472,Real Estate—Diversified,NEW SILKROAD
00474,Rental & Leasing Services,ACESO LIFE SCI
00475,Oil & Gas Refining & Marketing,CENTRAL DEV H
00476,Recreational Vehicles,EV DYNAMICS
00480,Real Estate—Development,HKR INT'L
00482,Communication Equipment,SANDMARTIN INTL
00483,Apparel Retail,BAUHAUS INT'L
00484,Electronics & Computer Distribution,FORGAME
00485,Real Estate—Development,CHINASINOSTAR
00486,Aluminum,RUSAL
00487,Travel Services,SUCCESSUNIVERSE
00488,Real Estate—Diversified,LAI SUN DEV
00491,Entertainment,EMPEROR CULTURE
00493,Specialty Retail,GOME RETAIL
00496,,KASEN
00497,Real Estate Services,CSI PROPERTIES
00498,,BLUE RIVER HLDG
00499,Consumer Electronics,QINGDAO HLDGS
00500,Conglomerates,FRONTIER SER
00501,Semiconductors,OMNIVISION
00505,Copper,XINGYE ALLOY
00506,Beverages—Non-Alcoholic,CHINA FOODS
00508,Credit Services,DINGYI GP INV
00509,,SUNSHINE
00510,Capital Markets,CASH FIN SER GP
00511,Broadcasting,TVB
00512,Drug Manufacturers—Specialty & Generic,GRAND PHARMA
00513,Luxury Goods,CONTINENTAL H
00515,,CHINASILVER TEC
00517,Marine Shipping,COSCO SHIP INTL
00518,Apparel Manufacturing,TUNGTEX (HOLD)
00519,Real Estate—Development,NOVAUTEK
00520,Restaurants,XIABUXIABU
00521,Other Industrial Metals & Mining,CWT INT'L
00522,Semiconductor Equipment & Materials,ASMPT
00524,Telecom Services,GW TERROIR
00525,Railroads,GUANGSHEN RAIL
00526,Packaging & Containers,LISI GP HOLD
00527,Utilities—Renewable,RF GREEN EN AI
00528,Textile Manufacturing,KINGDOM HOLDING
00529,Electronics & Computer Distribution,SIS INT'L
00532,Electronic Components,WKK INTL (HOLD)
00533,Apparel Manufacturing,GOLDLION HOLD
00535,Real Estate—Development,GEMDALE PPT
00536,Software—Application,TRADELINK
00537,Scientific & Technical Instruments,RIGOL
00538,Restaurants,AJISEN (CHINA)
00540,Apparel Manufacturing,SPEEDY GLOBAL
00542,Real Estate—Development,CN CULTURAL T&A
00543,Internet Content & Information,PACIFIC ONLINE
00544,Specialty Business Services,DAIDO GROUP
00546,Specialty Chemicals,FUFENG GROUP
00547,Entertainment,DIGITAL DOMAIN
00548,Infrastructure Operations,SHENZHENEXPRESS
00550,Advertising Agencies,ALLEGRO CULTURE
00551,Footwear & Accessories,YUE YUEN IND
00552,Telecom Services,CHINACOMSERVICE
00553,Electronic Components,NANJING PANDA
00554,Conglomerates,HANS GP HLDGS
00556,Pollution & Treatment Controls,PAN ASIA ENVIRO
00557,Credit Services,TIANYUAN HEALTH
00558,Specialty Industrial Machinery,LK TECH
00559,,DETAI NEWENERGY
00560,Marine Shipping,CHU KONG SHIP
00563,Real Estate—Development,SH IND URBAN
00564,Farm & Heavy Construction Machinery,ZCZL
00565,Real Estate Services,ART GROUP HOLD
00567,Packaging & Containers,JSMART TECH
00568,Oil & Gas Equipment & Services,SHANDONG MOLONG
00570,Drug Manufacturers—Specialty & Generic,TRAD CHI MED
00571,Entertainment,ESUN HOLDINGS
00572,Lodging,FW HOLDINGS
00573,Restaurants,TAO HEUNG HLDGS
00574,,PASHUN INT'L
00575,Drug Manufacturers—Specialty & Generic,REGENT PACIFIC
00576,Infrastructure Operations,ZHEJIANGEXPRESS
00579,Utilities—Regulated Electric,JNCEC
00580,Electronic Components,SUN.KING TECH
00581,Steel,CHINA ORIENTAL
00582,Resorts & Casinos,SHIN HWA WORLD
00583,Real Estate Services,GWPA HOLDINGS
00585,Financial Conglomerates,IMAGI INT'L-500
00586,Pollution & Treatment Controls,CONCH VENTURE
00587,Waste Management,CONCH ENVIRO
00588,Real Estate—Development,BEIJING N STAR
00590,Luxury Goods,LUK FOOK HOLD
00591,Scientific & Technical Instruments,C HIGHPRECISION
00595,Electronics & Computer Distribution,AV CONCEPT HOLD
00596,Software—Application,INSPUR DIGI ENT
00598,Integrated Freight & Logistics,SINOTRANS
00599,Home Improvement Retail,E. BON HOLDINGS
00600,Semiconductors,AXERA
00601,Other Industrial Metals & Mining,REMT
00602,Department Stores,JIAHUA STORES H
00603,Oil & Gas Refining & Marketing,CHINA OIL & GAS
00604,Real Estate—Development,SHENZHEN INVEST
00605,Credit Services,C FIN SERVICES
00606,Real Estate Services,SCE CM
00607,Specialty Industrial Machinery,FULLSHARE
00608,Apparel Manufacturing,HIGH FASHION
00609,Chemicals,TIANDE CHEMICAL
00610,Engineering & Construction,WAI KEE HOLD
00611,Engineering & Construction,CNE TECH CORP
00613,Capital Markets,PLANETREE INT'L
00616,Real Estate Services,ASSET CHAIN
00617,Lodging,PALIBURG HOLD
00618,Real Estate—Development,PKU RESOURCES
00619,Capital Markets,SOUTH CHINA FIN
00620,Internet Retail,DTXS SILK ROAD
00621,Gold,TAUNG GOLD
00622,Capital Markets,OSHIDORI
00623,Advertising Agencies,GOLDENBRIDGE GP
00625,Internet Retail,SHEIN-W
00626,Banks—Regional,PUBLIC FIN HOLD
00627,Real Estate—Development,VISION SYNERGY
00628,Credit Services,TONGTONG AI SOC
00629,Specialty Business Services,YUE DA INTL
00630,Medical Instruments & Supplies,AMCO UNITED
00631,Farm & Heavy Construction Machinery,SANY INT'L
00632,Oil & Gas Refining & Marketing,CHK OIL
00635,Leisure,PLAYMATES
00636,Integrated Freight & Logistics,KLN
00637,Other Industrial Metals & Mining,LEE KEE
00638,Communication Equipment,FIBOCOM
00639,Coking Coal,SHOUGANG RES
00640,Specialty Chemicals,INFINITY DEV
00641,Specialty Industrial Machinery,CHTC FONG'S INT
00643,Apparel Manufacturing,CARRY WEALTH
00645,Thermal Coal,ARES ASIA
00646,Waste Management,CHINA ENV TEC
00648,Medical Care Facilities,SOFTMEDX
00650,Semiconductor Equipment & Materials,PRODUCTIVE TECH
00653,Specialty Retail,BONJOUR HOLD
00655,Real Estate Services,HK CHINESE LTD
00656,Conglomerates,FOSUN INTL
00657,Restaurants,G-VISION INT'L
00658,Specialty Industrial Machinery,C TRANSMISSION
00659,Engineering & Construction,CTF SERVICES
00660,Chemicals,WAI CHUN BIOTEC
00661,Copper,CDAYENONFER
00662,Insurance—Life,ASIA FINANCIAL
00664,Leisure,TONGSHIFU
00666,Auto Parts,REPT BATTERO
00667,Education & Training Services,CHINA EAST EDU
00668,Consumer Electronics,ANKER
00669,Tools & Accessories,TECHTRONIC IND
00670,Airlines,CHINA EAST AIR
00672,Real Estate—Development,ZHONGAN GROUP
00673,Medical Distribution,CHINA HEALTH
00674,Real Estate Services,CHINA TANGSHANG
00675,Electronic Components,K & P INT'L
00676,,PEGASUS INT'L
00677,Food Distribution,GOLDEN RES DEV
00679,Specialty Industrial Machinery,ASIA TELE-NET
00681,Utilities—Regulated Gas,CHI PEOPLE HOLD
00682,Farm Products,CHAODA MODERN
00683,Real Estate—Development,KERRY PPT
00684,"Furnishings, Fixtures & Appliances",ALLAN INT'L
00685,,MEDIA CHINESE
00686,Utilities—Renewable,BJ ENERGY INTL
00687,Engineering & Construction,TYSAN HOLDINGS
00688,Real Estate—Development,CHINA OVERSEAS
00689,Oil & Gas E&P,EPI (HOLDINGS)
00690,Biotechnology,UNI-BIO GROUP
00691,Building Materials,SHANSHUI CEMENT
00693,Auto & Truck Dealerships,TAN CHONG INT'L
00694,Airports & Air Services,BEIJING AIRPORT
00695,Building Materials,DONGWU CEMENT
00696,Information Technology Services,TRAVELSKY TECH
00697,Infrastructure Operations,SHOUCHENG
00698,Electronic Components,TONGDA GROUP
00699,Auto Parts,JOYSON ELEC
00700,互联网平台,腾讯控股
00701,Specialty Chemicals,CNT GROUP
00702,,SINO OIL & GAS
00703,Restaurants,FUTURE BRIGHT
00704,,HUSCOKE HLDGS
00707,,ATV HOLDINGS
00708,,EVERG VEHICLE
00709,Apparel Retail,GIORDANO INT'L
00710,Electronic Components,BOE VARITRONIX
00711,Engineering & Construction,ASIA ALLIED INF
00712,Solar,COMTEC SOLAR
00713,Building Products & Equipment,WORLD HOUSEWARE
00716,Packaging & Containers,SINGAMAS CONT
00717,Credit Services,EMPEROR CAPITAL
00718,Real Estate—Diversified,TAI UNITED HOLD
00719,Drug Manufacturers—Specialty & Generic,SHANDONG XINHUA
00720,Real Estate Services,AUTO ITALIA
00722,Medical Care Facilities,UMP
00723,Lumber & Wood Production,RELIANCE GLO HL
00725,Electrical Equipment & Parts,PERENNIAL INT'L
00726,Real Estate—Development,DIT GROUP
00727,Beverages—Wineries & Distilleries,SINOPROS CORP
00728,Telecom Services,CHINA TELECOM
00730,Credit Services,CAPITAL IND FIN
00731,Paper & Paper Products,C&D NEWIN
00732,Electronic Components,TRULY INT'L
00733,Real Estate Services,HOPEFLUENT
00736,Credit Services,CHINA PPT INV
00737,Infrastructure Operations,BAY AREA DEV
00738,Footwear & Accessories,LE SAUNDA
00743,Building Materials,ASIA CEMENT CH
00745,Advertising Agencies,CN CULTURE GP
00746,Chemicals,L & M CHEMICAL
00747,Real Estate—Development,SHENYANG PUBLIC
00750,Solar,SFSY ENERGY
00751,Consumer Electronics,SKYWORTH GROUP
00752,Advertising Agencies,PICO FAR EAST
00753,Airlines,AIR CHINA
00754,,HOPSON DEV HOLD
00755,Real Estate—Development,DEVGREAT
00756,Beverages—Non-Alcoholic,SUMMI
00757,Solar,SOLARGIGA
00759,Grocery Stores,CEC INT'L HOLD
00760,Real Estate—Development,TALENT PPT GP
00762,Telecom Services,CHINA UNICOM
00763,Communication Equipment,ZTE
00764,Conglomerates,ETERNITY INV
00765,,PERFECTECH INTL
00767,Diagnostics & Research,ZHONG JI LS
00769,,CHINA RAREEARTH
00771,Information Technology Services,AUTOMATED SYS
00772,Internet Content & Information,CHINA LIT
00775,Biotechnology,CKLIFE SCIENCES
00776,"Furnishings, Fixtures & Appliances",IMPERIUM TEC GP
00777,Electronic Gaming & Multimedia,NETDRAGON
00780,Travel Services,TONGCHENGTRAVEL
00784,Engineering & Construction,AILIFE INTL
00788,Telecom Services,CHINA TOWER
00789,Luxury Goods,ARTINI HLDG
00794,Paper & Paper Products,COME SURE GROUP
00797,Electronic Gaming & Multimedia,7ROAD
00798,Conglomerates,CEOVU
00799,Electronic Gaming & Multimedia,IGG
00800,Software—Application,WERIDE-W
00804,Capital Markets,PINESTONE
00805,Recreational Vehicles,NEW GONOW RV
00806,Asset Management,VALUE PARTNERS
00807,Utilities—Regulated Water,SIICENVIRONMENT
00809,Packaged Foods,GLOBAL BIO-CHEM
00811,Publishing,XINHUA WINSHARE
00813,Real Estate—Development,SHIMAO GROUP
00814,Food Distribution,JINGKELONG
00815,Other Precious Metals & Mining,CHI SILVER GP
00816,Real Estate Services,JINMAO SERVICES
00817,Real Estate—Development,CHINA JINMAO
00818,Software—Infrastructure,HI SUN TECH
00819,Auto Parts,TIANNENG POWER
00821,Capital Markets,VC HOLDINGS
00822,Metal Fabrication,KA SHUI INT'L
00825,Department Stores,NWDS CHINA
00826,Steel,TIANGONG INT'L
00827,Chemicals,KO YO GROUP
00828,Beverages—Wineries & Distilleries,DYNASTY WINES
00829,Packaged Foods,SHENGUAN HLDGS
00830,Engineering & Construction,CSC DEVELOPMENT
00831,Grocery Stores,CR ASIA
00832,Real Estate—Development,CENTRAL CHINA
00833,Electronic Components,ALLTRONICS
00834,Packaged Foods,SHENGRONG HLDG
00836,Utilities—Independent Power Producers,CHINA RES POWER
00837,Household & Personal Products,CARPENTER TAN
00838,Metal Fabrication,EVA HOLDINGS
00839,Education & Training Services,CHINA EDU GROUP
00840,Farm & Heavy Construction Machinery,TIANYE WATER
00841,Packaged Foods,CASSAVA RES
00842,Electrical Equipment & Parts,LEOCH INT'L
00844,Apparel Manufacturing,GREATIME INTL
00845,,GLORIOUS PPT H
00846,Real Estate—Development,MINGFA GROUP
00848,Department Stores,MAOYE INT'L
00851,Capital Markets,SHENG YUAN HLDG
00852,,STRONG PETRO
00853,Medical Devices,MICROPORT
00854,Electronics & Computer Distribution,WILLAS-ARRAY
00855,Utilities—Regulated Water,CHINA WATER
00856,Information Technology Services,VSTECS
00857,Oil & Gas Integrated,PETROCHINA
